anio,mes,conglomerado,muestra,selviv,hogar,region,llave_panel,estrato,condicion_ocupacion,ingreso_total,sexo,edad,nivel_educativo_cod,anios_educacion
2025,1,46759,1,48,1,1,202401467591004813,1.0,Ocupado,1050.0,1,24,6,5
2025,1,46759,1,48,1,1,202401467591004814,1.0,Desocupado,,2,21,8,1
2025,1,46759,1,48,1,1,202401467591004815,1.0,Desocupado,,2,64,3,1
2025,1,1827001,1,19,1,1,20240118270011001911,1.0,Ocupado,1052.0,1,36,6,5
2025,1,1827001,1,19,1,1,20240118270011001912,1.0,Desocupado,,2,32,6,5
2025,1,1827001,1,19,1,1,20240118270011001913,1.0,Ocupado,,1,12,,5
2025,1,1827001,1,19,1,1,20240118270011001914,1.0,Ocupado,,1,6,,5
2025,1,1827001,1,19,1,1,20250118270011001915,1.0,Ocupado,,2,,,5
2025,1,22476,1,52,1,1,202401224761005211,1.0,Desocupado,,2,73,9,3
2025,1,24160,1,21,1,1,202401241601002111,1.0,Desocupado,,2,52,1,5
2025,1,4762102,1,76,1,1,20240147621021007611,1.0,Ocupado,1015.0,2,53,6,5
2025,1,4762102,1,76,1,1,20240147621021007612,1.0,Ocupado,1300.0,2,46,9,3
2025,1,4762102,1,76,1,1,20240147621021007613,1.0,Desocupado,,1,72,4,5
2025,1,4762102,1,76,1,1,20240147621021007614,1.0,Desocupado,,2,77,4,5
2025,1,2449502,1,44,1,1,20241024495021004411,1.0,Ocupado,3800.0,1,42,6,5
2025,1,2449502,1,44,1,1,20241024495021004412,1.0,Ocupado,1300.0,1,21,6,5
2025,1,2449502,1,44,1,1,20241024495021004413,1.0,Ocupado,,1,12,,5
2025,1,19566,1,25,1,1,202410195661002511,1.0,Ocupado,3295.0,1,67,6,5
2025,1,19566,1,25,1,1,202410195661002512,1.0,Ocupado,1200.0,2,58,9,3
2025,1,19566,1,25,1,1,202410195661002513,1.0,Ocupado,1835.0,1,26,10,4
2025,1,19566,1,25,1,1,202410195661002514,1.0,Ocupado,1050.0,1,23,10,2
2025,1,20637,1,161,1,1,202310206371016111,1.0,Desocupado,,1,85,9,5
2025,1,20637,1,161,1,1,202310206371016112,1.0,Ocupado,5000.0,2,71,11,5
2025,1,20637,1,161,1,1,202310206371016113,1.0,Ocupado,2500.0,1,42,11,5
2025,1,20637,1,161,1,1,202310206371016114,1.0,Ocupado,2500.0,1,37,11,5
2025,1,49632,1,22,1,1,202401496321002211,1.0,Ocupado,1299.0,1,42,5,3
2025,1,49632,1,22,1,1,202501496321002212,1.0,Desocupado,,2,27,6,5
2025,1,49632,1,22,1,1,202501496321002213,1.0,Ocupado,,1,2,,5
2025,1,17584,1,48,1,1,202501175841004811,1.0,Ocupado,4500.0,1,52,9,3
2025,1,17584,1,48,1,1,202501175841004812,1.0,Ocupado,300.0,2,49,6,5
2025,1,17584,1,48,1,1,202501175841004813,1.0,Ocupado,1250.0,1,22,10,4
2025,1,17584,1,48,1,1,202501175841004814,1.0,Ocupado,,1,6,,5
2025,1,27393,1,99,1,1,202501273931009911,1.0,Desocupado,,2,74,5,2
2025,1,27393,1,99,1,1,202501273931009912,1.0,Ocupado,1371.0,2,45,9,3
2025,1,18227,1,89,1,1,202410182271008911,1.0,Ocupado,1500.0,1,24,8,2
2025,1,18227,1,89,1,1,202410182271008912,1.0,Desocupado,,2,31,8,2
2025,1,18227,1,89,1,1,202410182271008913,1.0,Ocupado,,1,10,,5
2025,1,18227,1,89,1,1,202410182271008914,1.0,Ocupado,,2,1,,5
2025,1,4723203,1,50,1,1,20231047232031005012,1.0,Desocupado,,2,37,12,1
2025,1,4723203,1,50,1,1,20231047232031005011,1.0,Ocupado,9000.0,2,35,12,1
2025,1,25620,1,89,1,1,202410256201008911,1.0,Ocupado,283.0,2,47,6,5
2025,1,25620,1,89,1,1,202410256201008912,1.0,Ocupado,1500.0,1,48,8,1
2025,1,25620,1,89,1,1,202410256201008913,1.0,Ocupado,550.0,2,21,8,2
2025,1,25620,1,89,1,1,202410256201008914,1.0,Desocupado,,1,18,6,5
2025,1,19098,1,50,1,1,202401190981005011,1.0,Desocupado,,1,59,6,5
2025,1,19098,1,50,1,1,202401190981005012,1.0,Desocupado,,2,57,2,1
2025,1,19098,1,50,1,1,202401190981005014,1.0,Desocupado,,1,35,11,6
2025,1,24070,1,159,1,1,202401240701015911,1.0,Ocupado,1732.0,1,30,5,2
2025,1,25960,1,34,1,1,202310259601003411,1.0,Ocupado,3780.0,1,40,9,3
2025,1,25960,1,34,1,1,202310259601003412,1.0,Ocupado,1300.0,2,36,9,3
2025,1,25960,1,34,1,1,202310259601003413,1.0,Ocupado,,2,12,,5
2025,1,25960,1,34,1,1,202310259601003414,1.0,Ocupado,,1,10,,5
2025,1,25960,1,34,1,1,202310259601003415,1.0,Ocupado,,1,9,,5
2025,1,25960,1,34,1,1,202310259601003416,1.0,Ocupado,,2,8,,5
2025,1,25960,1,34,1,1,202310259601003417,1.0,Ocupado,,2,5,,5
2025,1,25960,1,34,1,1,202310259601003418,1.0,Ocupado,,1,1,,5
2025,1,25960,1,34,1,1,202310259601003419,1.0,Ocupado,1835.0,1,68,4,5
2025,1,1758602,1,39,1,1,20240117586021003911,1.0,Desocupado,,1,75,6,5
2025,1,1758602,1,39,1,1,20240117586021003912,1.0,Ocupado,1835.0,1,38,,5
2025,1,21665,1,73,1,1,202410216651007311,1.0,Ocupado,1600.0,2,60,12,2
2025,1,21665,1,73,1,1,202501216651007312,1.0,Ocupado,1700.0,1,61,11,5
2025,1,21665,1,73,2,1,202410216651007321,1.0,Ocupado,2000.0,1,58,11,5
2025,1,21665,1,73,2,1,202410216651007322,1.0,Ocupado,1700.0,2,41,9,3
2025,1,21665,1,73,2,1,202410216651007323,1.0,Ocupado,,1,11,,5
2025,1,1815201,1,35,1,1,20241018152011003511,1.0,Desocupado,,2,67,6,5
2025,1,1815201,1,35,1,1,20241018152011003512,1.0,Desocupado,,1,39,5,3
2025,1,1815201,1,35,1,1,20241018152011003513,1.0,Desocupado,,1,73,5,1
2025,1,19459,1,79,1,1,202310194591007911,1.0,Desocupado,,2,30,6,5
2025,1,19459,1,79,1,1,202310194591007912,1.0,Ocupado,1500.0,1,31,6,5
2025,1,19459,1,79,1,1,202310194591007913,1.0,Ocupado,,2,7,,5
2025,1,19459,1,79,1,1,202310194591007914,1.0,Ocupado,,1,3,,5
2025,1,1966901,1,42,1,1,20240119669011004211,1.0,Ocupado,1835.0,1,66,9,3
2025,1,1966901,1,42,1,1,20240119669011004212,1.0,Ocupado,1862.0,2,59,9,3
2025,1,22932,1,103,1,1,202310229321010311,1.0,Ocupado,700.0,2,59,6,5
2025,1,22932,1,103,1,1,202310229321010312,1.0,Desocupado,,1,25,11,5
2025,1,22932,1,103,1,1,202310229321010313,1.0,Ocupado,1200.0,2,58,6,5
2025,1,18323,1,87,1,1,202401183231008711,1.0,Desocupado,,2,65,6,5
2025,1,18323,1,87,1,1,202401183231008712,1.0,Desocupado,,2,32,6,5
2025,1,18323,1,87,1,1,202401183231008713,1.0,Ocupado,1380.0,1,37,4,5
2025,1,18323,1,87,1,1,202401183231008714,1.0,Ocupado,,2,12,,5
2025,1,18323,1,87,1,1,202401183231008715,1.0,Ocupado,,1,4,,5
2025,1,21629,1,53,1,1,202410216291005311,1.0,Ocupado,939.0,2,58,5,3
2025,1,21629,1,53,1,1,202410216291005312,1.0,Desocupado,,1,72,9,3
2025,1,18411,1,58,1,1,202501184111005811,1.0,Desocupado,,1,68,11,5
2025,1,18411,1,58,1,1,202501184111005812,1.0,Desocupado,,2,50,6,5
2025,1,49595,1,90,1,1,202310495951009011,1.0,Ocupado,1200.0,1,48,6,5
2025,1,49595,1,90,1,1,202310495951009012,1.0,Ocupado,200.0,2,46,10,1
2025,1,49595,1,90,1,1,202310495951009013,1.0,Ocupado,1083.0,1,22,10,1
2025,1,49595,1,90,1,1,202310495951009014,1.0,Ocupado,,1,12,,5
2025,1,18145,1,66,1,1,202310181451006611,1.0,Desocupado,,1,76,11,5
2025,1,27743,1,12,1,1,202401277431001211,1.0,Ocupado,173.0,2,37,6,5
2025,1,27743,1,12,1,1,202401277431001212,1.0,Ocupado,,2,5,,5
2025,1,27743,1,12,1,1,202404277431001213,1.0,Desocupado,,2,48,6,5
2025,1,24109,1,27,1,1,202310241091002712,1.0,Ocupado,1545.0,1,40,5,4
2025,1,24109,1,27,1,1,202310241091002711,1.0,Desocupado,,2,41,11,5
2025,1,24109,1,27,1,1,202310241091002713,1.0,Ocupado,,1,12,,5
2025,1,24109,1,27,1,1,202310241091002714,1.0,Ocupado,,1,8,,5
2025,1,22609,1,18,1,1,202401226091001811,1.0,Ocupado,1000.0,1,55,6,5
2025,1,22609,1,18,1,1,202401226091001812,1.0,Desocupado,,2,48,5,3
2025,1,22609,1,18,1,1,202401226091001813,1.0,Ocupado,1700.0,2,29,9,3
2025,1,2693801,1,85,1,1,20240126938011008511,1.0,Desocupado,,1,92,11,7
2025,1,2693801,1,85,1,1,20240126938011008512,1.0,Desocupado,,2,92,10,3
2025,1,24551,1,58,1,1,202401245511005811,1.0,Ocupado,177.0,2,65,5,3
2025,1,49773,1,9,1,1,202501497731000911,1.0,Ocupado,1050.0,1,45,5,2
2025,1,49773,1,9,1,1,202501497731000912,1.0,Ocupado,606.0,2,40,6,5
2025,1,19758,1,9,1,1,202501197581000911,1.0,Desocupado,,1,42,8,1
2025,1,21721,1,20,1,1,202501217211002011,1.0,Desocupado,,2,58,6,5
2025,1,21721,1,20,1,1,202501217211002012,1.0,Ocupado,950.0,1,43,5,4
2025,1,18567,1,32,1,1,202401185671003211,1.0,Ocupado,650.0,1,26,6,5
2025,1,18567,1,32,1,1,202401185671003212,1.0,Desocupado,,2,67,6,5
2025,1,17895,1,84,1,1,202410178951008411,1.0,Ocupado,2008.0,1,39,6,5
2025,1,17895,1,84,1,1,202410178951008412,1.0,Ocupado,1400.0,2,30,9,5
2025,1,17895,1,84,1,1,202410178951008413,1.0,Ocupado,,2,11,,5
2025,1,49710,1,110,1,1,202401497101011011,1.0,Desocupado,,2,40,5,3
2025,1,49710,1,110,1,1,202401497101011012,1.0,Ocupado,1819.0,1,37,6,5
2025,1,49710,1,110,1,1,202401497101011013,1.0,Ocupado,,2,6,,5
2025,1,28189,1,128,1,1,202410281891012811,1.0,Desocupado,,1,54,6,5
2025,1,28189,1,128,1,1,202410281891012812,1.0,Desocupado,,2,57,8,1
2025,1,28189,1,128,1,1,202410281891012813,1.0,Ocupado,1559.0,1,23,6,5
2025,1,2244001,1,16,1,1,20241022440011001611,1.0,Desocupado,,2,29,6,5
2025,1,2244001,1,16,1,1,20241022440011001612,1.0,Ocupado,1083.0,1,28,10,1
2025,1,2244001,1,16,1,1,20241022440011001613,1.0,Ocupado,,1,10,,5
2025,1,2244001,1,16,1,1,20241022440011001614,1.0,Ocupado,,1,3,,5
2025,1,17863,1,58,1,1,202310178631005811,1.0,Ocupado,2000.0,1,52,8,2
2025,1,17863,1,58,1,1,202310178631005812,1.0,Desocupado,,2,49,6,5
2025,1,17863,1,58,1,1,202310178631005813,1.0,Ocupado,2000.0,1,26,10,1
2025,1,27007,1,16,1,1,202410270071001611,1.0,Desocupado,,2,77,9,3
2025,1,47329,1,25,1,1,202401473291002511,1.0,Ocupado,3580.0,2,29,11,5
2025,1,47329,1,25,1,1,202401473291002513,1.0,Ocupado,1007.0,1,25,10,4
2025,1,47329,1,25,1,1,202404473291002514,1.0,Ocupado,1835.0,1,15,,5
2025,1,47329,1,25,1,1,202404473291002515,1.0,Ocupado,1300.0,2,50,,5
2025,1,47329,1,25,1,1,202404473291002516,1.0,Ocupado,1835.0,1,55,,5
2025,1,2731702,1,38,1,1,20241027317021003811,1.0,Desocupado,,1,80,11,5
2025,1,2731702,1,38,1,1,20241027317021003812,1.0,Ocupado,1300.0,2,66,,5
2025,1,2731702,1,38,1,1,20241027317021003813,1.0,Ocupado,2850.0,1,36,11,6
2025,1,1796101,1,40,1,1,20240117961011004011,1.0,Ocupado,1700.0,1,28,8,2
2025,1,1796101,1,40,1,1,20240117961011004012,1.0,Ocupado,470.0,2,26,6,5
2025,1,1796101,1,40,1,1,20240117961011004013,1.0,Ocupado,,1,1,,5
2025,1,2579501,1,39,1,1,20250125795011003911,1.0,Ocupado,9000.0,1,30,11,6
2025,1,49532,1,66,1,1,202310495321006611,1.0,Ocupado,1083.0,2,41,6,5
2025,1,49532,1,66,1,1,202310495321006613,1.0,Desocupado,,1,15,5,3
2025,1,49532,1,66,1,1,202310495321006614,1.0,Ocupado,,2,12,,5
2025,1,2497202,1,39,1,1,20241024972021003911,1.0,Desocupado,,2,88,10,3
2025,1,2497202,1,39,1,1,20241024972021003912,1.0,Ocupado,2005.0,1,55,8,1
2025,1,47419,1,7,1,1,202310474191000711,1.0,Ocupado,324.0,2,53,6,5
2025,1,47419,1,7,1,1,202310474191000712,1.0,Desocupado,,2,15,5,3
2025,1,47419,1,7,1,1,202310474191000713,1.0,Ocupado,1200.0,1,30,9,3
2025,1,4753902,1,57,1,1,20240147539021005711,1.0,Ocupado,2000.0,1,50,10,3
2025,1,4753902,1,57,1,1,20250147539021005712,1.0,Ocupado,1025.0,2,48,11,5
2025,1,4753902,1,57,1,1,20250147539021005713,1.0,Desocupado,,2,18,10,1
2025,1,26515,1,77,1,1,202501265151007711,1.0,Ocupado,2600.0,2,47,11,5
2025,1,49632,1,27,1,1,202401496321002711,1.0,Ocupado,2648.0,1,53,9,3
2025,1,25479,1,38,1,1,202310254791003811,1.0,Desocupado,,1,79,11,5
2025,1,25479,1,38,1,1,202310254791003812,1.0,Desocupado,,2,74,10,2
2025,1,25479,1,38,1,1,202310254791003813,1.0,Ocupado,2600.0,2,47,9,5
2025,1,25479,1,38,1,1,202310254791003814,1.0,Ocupado,1500.0,1,50,6,5
2025,1,25479,1,38,1,1,202310254791003815,1.0,Ocupado,1835.0,1,13,,5
2025,1,25479,1,38,1,1,202310254791003816,1.0,Ocupado,1450.0,2,64,3,2
2025,1,18191,1,95,1,1,202410181911009511,1.0,Ocupado,1970.0,2,40,9,3
2025,1,18191,1,95,1,1,202410181911009512,1.0,Desocupado,,1,15,5,4
2025,1,18191,1,95,1,1,202410181911009513,1.0,Ocupado,1300.0,2,13,,5
2025,1,18191,1,95,1,1,202410181911009514,1.0,Ocupado,,1,12,,5
2025,1,19098,1,47,1,1,202401190981004711,1.0,Desocupado,,2,30,9,3
2025,1,19098,1,47,1,1,202401190981004713,1.0,Ocupado,,1,10,,5
2025,1,19098,1,47,1,1,202501190981004714,1.0,Ocupado,,2,,,5
2025,1,19098,1,47,1,1,202501190981004715,1.0,Ocupado,606.0,1,27,6,5
2025,1,26219,1,32,1,1,202401262191003211,1.0,Desocupado,,2,68,10,4
2025,1,26219,1,32,1,1,202401262191003212,1.0,Ocupado,3000.0,1,38,12,2
2025,1,4723203,1,43,1,1,20231047232031004311,1.0,Desocupado,,2,52,11,5
2025,1,4723203,1,43,1,1,20231047232031004312,1.0,Ocupado,5000.0,1,50,11,7
2025,1,4723203,1,43,1,1,20231047232031004313,1.0,Desocupado,,1,20,10,1
2025,1,4723203,1,43,1,1,20231047232031004314,1.0,Desocupado,,2,15,5,4
2025,1,26052,1,29,1,1,202410260521002911,1.0,Ocupado,1800.0,1,57,6,5
2025,1,26052,1,29,1,1,202410260521002912,1.0,Ocupado,1300.0,2,45,6,5
2025,1,26052,1,29,1,1,202410260521002913,1.0,Ocupado,3312.0,2,24,8,2
2025,1,26052,1,29,1,1,202410260521002914,1.0,Desocupado,,2,16,5,3
2025,1,18024,1,51,1,1,202501180241005111,1.0,Desocupado,,1,33,5,2
2025,1,18024,1,51,1,1,202501180241005112,1.0,Desocupado,,2,32,6,5
2025,1,18024,1,51,1,1,202501180241005113,1.0,Ocupado,,2,6,,5
2025,1,17260,1,27,1,1,202310172601002711,1.0,Ocupado,1600.0,1,55,6,5
2025,1,17260,1,27,1,1,202310172601002712,1.0,Ocupado,1326.0,2,43,6,5
2025,1,17260,1,27,1,1,202310172601002713,1.0,Ocupado,1100.0,2,24,11,5
2025,1,17260,1,27,1,1,202310172601002714,1.0,Ocupado,780.0,1,19,10,1
2025,1,17260,1,27,1,1,202310172601002715,1.0,Ocupado,,1,11,,5
2025,1,1807801,1,58,1,1,20231018078011005811,1.0,Ocupado,1835.0,1,58,,5
2025,1,1807801,1,58,1,1,20231018078011005812,1.0,Desocupado,,2,55,6,5
2025,1,1807801,1,58,1,1,20231018078011005813,1.0,Desocupado,,2,19,8,1
2025,1,19319,1,90,1,1,202410193191009011,1.0,Ocupado,1650.0,1,28,9,3
2025,1,19319,1,90,1,1,202410193191009012,1.0,Ocupado,1126.0,2,21,8,1
2025,1,29529,1,43,1,1,202501295291004311,1.0,Desocupado,,2,64,11,5
2025,1,24609,1,59,1,1,202501246091005911,1.0,Desocupado,,2,33,9,3
2025,1,24609,1,59,1,1,202501246091005912,1.0,Ocupado,2200.0,1,41,11,5
2025,1,24609,1,59,1,1,202501246091005913,1.0,Ocupado,,1,12,,5
2025,1,24609,1,59,1,1,202501246091005914,1.0,Ocupado,,1,1,,5
2025,1,26851,1,10,1,1,202501268511001011,1.0,Desocupado,,2,73,11,5
2025,1,26851,1,10,1,1,202501268511001012,1.0,Ocupado,2500.0,1,48,10,2
2025,1,28136,1,152,1,1,202501281361015211,1.0,Desocupado,,1,80,5,4
2025,1,28136,1,152,1,1,202501281361015212,1.0,Ocupado,1650.0,2,41,6,5
2025,1,28136,1,152,1,1,202501281361015213,1.0,Ocupado,1800.0,1,42,5,1
2025,1,28136,1,152,1,1,202501281361015214,1.0,Desocupado,,2,17,6,5
2025,1,28136,1,152,1,1,202501281361015215,1.0,Ocupado,,1,9,,5
2025,1,28136,1,152,1,1,202501281361015216,1.0,Ocupado,,1,3,,5
2025,1,1966102,1,70,1,1,20241019661021007011,1.0,Ocupado,2180.0,1,37,6,5
2025,1,1966102,1,70,1,1,20241019661021007012,1.0,Desocupado,,2,29,4,5
2025,1,1966102,1,70,1,1,20241019661021007013,1.0,Ocupado,,2,11,,5
2025,1,1966102,1,70,1,1,20241019661021007014,1.0,Ocupado,,2,7,,5
2025,1,18411,1,59,1,1,202501184111005911,1.0,Ocupado,5000.0,1,42,11,5
2025,1,18411,1,59,1,1,202501184111005912,1.0,Ocupado,1300.0,2,39,,5
2025,1,22609,1,19,1,1,202401226091001911,1.0,Desocupado,,2,55,6,5
2025,1,22609,1,19,1,1,202401226091001912,1.0,Ocupado,866.0,2,27,6,5
2025,1,22609,1,19,1,1,202401226091001913,1.0,Ocupado,649.0,2,25,9,3
2025,1,22609,1,19,1,1,202401226091001914,1.0,Ocupado,,2,11,,5
2025,1,22609,1,19,1,1,202401226091001915,1.0,Desocupado,,1,89,1,5
2025,1,19833,1,117,1,1,202401198331011711,1.0,Desocupado,,1,73,11,5
2025,1,19833,1,117,1,1,202401198331011712,1.0,Desocupado,,2,65,11,5
2025,1,2432301,1,36,1,1,20241024323011003611,1.0,Ocupado,2160.0,2,29,11,5
2025,1,2299903,1,125,1,1,20250122999031012511,1.0,Ocupado,1083.0,2,52,9,3
2025,1,2299903,1,125,1,1,20250122999031012512,1.0,Ocupado,2600.0,2,30,11,5
2025,1,2299903,1,125,1,1,20250122999031012513,1.0,Desocupado,,2,14,5,2
2025,1,2299903,1,125,1,1,20250122999031012514,1.0,Ocupado,,1,,,5
2025,1,2299903,1,125,1,1,20250122999031012515,1.0,Ocupado,108.0,1,76,5,2
2025,1,19983,1,69,1,1,202410199831006911,1.0,Desocupado,,2,77,4,5
2025,1,19983,1,69,1,1,202410199831006912,1.0,Ocupado,1299.0,2,27,10,1
2025,1,28791,1,47,1,1,202310287911004711,1.0,Desocupado,,1,49,10,1
2025,1,28791,1,47,1,1,202310287911004712,1.0,Desocupado,,2,49,6,5
2025,1,28791,1,47,1,1,202310287911004713,1.0,Ocupado,1300.0,1,24,10,1
2025,1,28791,1,47,1,1,202310287911004714,1.0,Desocupado,,1,23,10,3
2025,1,28791,1,47,1,1,202310287911004715,1.0,Ocupado,1460.0,2,21,6,5
2025,1,28791,1,47,1,1,202310287911004716,1.0,Desocupado,,2,17,5,4
2025,1,2680201,1,28,1,1,20240126802011002811,1.0,Desocupado,,1,77,12,2
2025,1,2680201,1,28,1,1,20240126802011002812,1.0,Desocupado,,2,77,9,4
2025,1,2680201,1,28,1,1,20240126802011002813,1.0,Desocupado,,2,42,12,2
2025,1,2680201,1,28,1,1,20240126802011002814,1.0,Ocupado,1200.0,2,41,10,2
2025,1,2680201,1,28,1,1,20240126802011002815,1.0,Desocupado,,1,38,9,3
2025,1,2680201,1,28,1,1,20240126802011002816,1.0,Ocupado,1835.0,1,13,,5
2025,1,2680201,1,28,1,1,20240126802011002817,1.0,Ocupado,,2,11,,5
2025,1,22878,1,70,1,1,202501228781007011,1.0,Desocupado,,2,50,5,3
2025,1,22878,1,70,1,1,202501228781007012,1.0,Ocupado,1819.0,1,25,6,5
2025,1,22878,1,70,1,1,202501228781007013,1.0,Ocupado,1819.0,2,23,6,5
2025,1,22878,1,70,1,1,202501228781007014,1.0,Desocupado,,2,18,5,4
2025,1,46759,1,46,1,1,202401467591004611,1.0,Ocupado,1300.0,1,37,6,5
2025,1,46759,1,46,1,1,202401467591004612,1.0,Ocupado,1200.0,2,36,5,3
2025,1,46759,1,46,1,1,202401467591004613,1.0,Desocupado,,2,14,5,2
2025,1,46759,1,46,1,1,202401467591004614,1.0,Ocupado,,2,9,,5
2025,1,46759,1,46,1,1,202401467591004615,1.0,Ocupado,,1,6,,5
2025,1,46759,1,46,1,1,202401467591004616,1.0,Ocupado,,1,2,,5
2025,1,2693801,1,86,1,1,20241026938011008611,1.0,Desocupado,,1,94,6,5
2025,1,2693801,1,86,1,1,20241026938011008612,1.0,Desocupado,,2,87,6,5
2025,1,2693801,1,86,1,1,20241026938011008613,1.0,Desocupado,,2,79,6,5
2025,1,2300502,1,57,1,1,20250123005021005711,1.0,Desocupado,,1,83,3,3
2025,1,17928,1,53,1,1,202310179281005311,1.0,Ocupado,1835.0,1,63,,5
2025,1,17928,1,53,1,1,202310179281005312,1.0,Ocupado,3000.0,2,66,11,5
2025,1,17928,1,53,1,1,202310179281005313,1.0,Ocupado,933.0,1,40,11,5
2025,1,19883,1,112,1,1,202401198831011211,1.0,Desocupado,,2,74,1,5
2025,1,19883,1,112,1,1,202401198831011212,1.0,Ocupado,1000.0,1,23,6,5
2025,1,47329,1,26,1,1,202401473291002611,1.0,Ocupado,2050.0,2,36,6,5
2025,1,47329,1,26,1,1,202401473291002612,1.0,Ocupado,1750.0,1,35,6,5
2025,1,47329,1,26,1,1,202401473291002613,1.0,Ocupado,,2,11,,5
2025,1,47329,1,26,1,1,202401473291002614,1.0,Ocupado,,2,4,,5
2025,1,26404,1,114,1,1,202310264041011411,1.0,Desocupado,,2,87,4,5
2025,1,2244001,1,17,1,1,20241022440011001711,1.0,Ocupado,860.0,1,27,6,5
2025,1,2244001,1,17,1,1,20241022440011001712,1.0,Ocupado,1603.0,2,43,5,4
2025,1,2244001,1,17,1,1,20241022440011001713,1.0,Desocupado,,2,15,5,2
2025,1,2244001,1,17,1,1,20241022440011001714,1.0,Ocupado,,1,8,,5
2025,1,2174301,1,11,1,1,20250121743011001111,1.0,Desocupado,,1,51,6,5
2025,1,18414,1,51,1,1,202501184141005111,1.0,Desocupado,,1,97,4,5
2025,1,18414,1,51,1,1,202501184141005112,1.0,Ocupado,950.0,1,49,6,5
2025,1,18414,1,51,1,1,202501184141005113,1.0,Ocupado,1835.0,1,43,,5
2025,1,20988,1,54,1,1,202401209881005411,1.0,Ocupado,1732.0,1,34,6,5
2025,1,20988,1,54,1,1,202401209881005412,1.0,Desocupado,,2,36,6,5
2025,1,20988,1,54,1,1,202401209881005413,1.0,Ocupado,,1,9,,5
2025,1,20988,1,54,1,1,202401209881005414,1.0,Ocupado,,2,5,,5
2025,1,1796302,1,25,1,1,20231017963021002511,1.0,Ocupado,1126.0,2,31,5,3
2025,1,1796302,1,25,1,1,20231017963021002512,1.0,Ocupado,1400.0,1,29,6,5
2025,1,1796302,1,25,1,1,20231017963021002513,1.0,Ocupado,,1,2,,5
2025,1,26376,1,8,1,1,202410263761000811,1.0,Ocupado,900.0,2,69,11,5
2025,1,26376,1,8,1,1,202410263761000812,1.0,Ocupado,2000.0,2,49,11,5
2025,1,26376,1,8,1,1,202410263761000813,1.0,Ocupado,3500.0,2,44,9,3
2025,1,25960,1,32,1,1,202310259601003211,1.0,Ocupado,2130.0,1,28,5,3
2025,1,25960,1,32,1,1,202310259601003212,1.0,Ocupado,1090.0,2,26,4,5
2025,1,25960,1,32,1,1,202310259601003213,1.0,Ocupado,,2,9,,5
2025,1,25960,1,32,1,1,202310259601003214,1.0,Ocupado,,2,3,,5
2025,1,2957201,1,71,1,1,20240129572011007111,1.0,Desocupado,,1,71,11,5
2025,1,2957201,1,71,1,1,20240129572011007112,1.0,Desocupado,,2,68,11,5
2025,1,18227,1,86,1,1,202501182271008611,1.0,Desocupado,,2,76,3,2
2025,1,21707,1,97,1,1,202410217071009711,1.0,Desocupado,,1,81,4,5
2025,1,21707,1,97,1,1,202410217071009712,1.0,Desocupado,,2,79,4,5
2025,1,2047401,1,28,1,1,20241020474011002811,1.0,Ocupado,2040.0,2,43,6,5
2025,1,2047401,1,28,1,1,20241020474011002812,1.0,Ocupado,1200.0,2,24,10,2
2025,1,2047401,1,28,1,1,20241020474011002813,1.0,Desocupado,,1,18,10,1
2025,1,2047401,1,28,1,1,20241020474011002814,1.0,Desocupado,,2,14,5,2
2025,1,22892,1,54,1,1,202501228921005411,1.0,Desocupado,,1,78,5,3
2025,1,22892,1,54,1,1,202501228921005412,1.0,Desocupado,,2,75,6,5
2025,1,25081,1,155,1,1,202310250811015511,1.0,Ocupado,303.0,2,44,6,5
2025,1,47268,1,48,1,1,202410472681004811,1.0,Ocupado,2100.0,1,37,5,3
2025,1,47268,1,48,1,1,202410472681004812,1.0,Desocupado,,2,34,5,1
2025,1,47268,1,48,1,1,202410472681004813,1.0,Desocupado,,1,16,5,4
2025,1,47268,1,48,1,1,202410472681004814,1.0,Ocupado,,1,8,,5
2025,1,47268,1,48,1,1,202410472681004815,1.0,Ocupado,,2,4,,5
2025,1,24609,1,62,1,1,202501246091006211,1.0,Ocupado,1315.0,1,49,5,3
2025,1,24609,1,62,1,1,202501246091006212,1.0,Ocupado,433.0,2,35,6,5
2025,1,24609,1,62,1,1,202501246091006213,1.0,Ocupado,,1,8,,5
2025,1,28524,1,70,1,1,202410285241007011,1.0,Desocupado,,1,56,9,3
2025,1,28524,1,70,1,1,202410285241007012,1.0,Ocupado,1200.0,2,50,6,5
2025,1,28524,1,70,1,1,202410285241007013,1.0,Ocupado,,2,9,,5
2025,1,1823302,1,61,1,1,20241018233021006111,1.0,Desocupado,,1,75,4,5
2025,1,1823302,1,61,1,1,20241018233021006112,1.0,Desocupado,,2,75,5,3
2025,1,1823302,1,61,1,1,20241018233021006113,1.0,Ocupado,2500.0,2,37,11,6
2025,1,1823302,1,61,1,1,20241018233021006114,1.0,Ocupado,,1,4,,5
2025,1,28373,1,80,1,1,202401283731008011,1.0,Desocupado,,1,85,9,3
2025,1,26517,1,46,1,1,202401265171004611,1.0,Ocupado,12000.0,1,68,11,6
2025,1,26517,1,46,1,1,202401265171004612,1.0,Ocupado,1400.0,1,25,10,3
2025,1,47176,1,20,1,1,202401471761002011,1.0,Ocupado,1500.0,1,30,6,5
2025,1,47176,1,20,1,1,202401471761002012,1.0,Ocupado,563.0,2,34,6,5
2025,1,47176,1,20,1,1,202401471761002013,1.0,Ocupado,,1,10,,5
